Pricing Date,KOA | Share Price (Daily)($)
08/31/2021,0.2853826172907616
08/30/2021,0.2927532315452867
08/27/2021,0.2959971166883106
08/26/2021,0.2989012286395737
08/25/2021,0.29958384216560524
08/24/2021,0.299712506802648
08/23/2021,0.29585898322718357
08/20/2021,0.2888504394155287
08/19/2021,0.29004693305304335
08/18/2021,0.29207772862384207
08/17/2021,0.2954828993065312
08/16/2021,0.3000023782747995
08/13/2021,0.3068193591061595
08/12/2021,0.30970814614967984
08/11/2021,0.3137780364397585
08/10/2021,0.30143652644791996
08/09/2021,0.30543684298329393
08/06/2021,0.31106160754206147
08/05/2021,0.31688917056815163
08/04/2021,0.31482302085405783
08/03/2021,0.3100750594707191
08/02/2021,0.31148436727891937
07/30/2021,0.3134402500280059
07/29/2021,0.3362682459836533
07/28/2021,0.3218895038243458
07/27/2021,0.31925670721114036
07/26/2021,0.33590414387478906
07/23/2021,0.31381284296832423
07/22/2021,0.31061333718590184
07/21/2021,0.3146603367101852
07/20/2021,0.289879464176966
07/19/2021,0.28898921994159826
07/16/2021,0.30529237572461676
07/15/2021,0.31488391423529655
07/14/2021,0.32224005454173166
07/13/2021,0.32269913798134525
07/12/2021,0.32643639500877136
07/09/2021,0.3212318753965116
07/08/2021,0.3034105765142889
07/07/2021,0.30346896818263935
07/06/2021,0.3121706271948599
07/05/2021,0.3095863193665388
07/02/2021,0.31291509144783897
07/01/2021,0.31740805831590563
06/30/2021,0.3201645631924517
06/29/2021,0.3235454496521155
06/28/2021,0.32701878424027325
06/25/2021,0.33546813052759983
06/24/2021,0.32871643276927154
06/23/2021,0.33439393156086533
06/22/2021,0.32397471155292185
06/21/2021,0.32985797457879
06/18/2021,0.33064958387129045
06/17/2021,0.3404790893006207
06/16/2021,0.3406027114366025
06/15/2021,0.346803196683357
06/14/2021,0.36130174468811865
06/11/2021,0.3651264714297514
06/10/2021,0.36476784537030993
06/09/2021,0.36770575798187594
06/08/2021,0.37426218439400505
06/07/2021,0.37407735852024093
06/04/2021,0.39650736577112555
06/03/2021,0.3756636724880622
06/02/2021,0.3694204257555341
06/01/2021,0.3578593504310579
05/31/2021,0.3516814431306252
